FFV,MinAbsPartialCharge,Chi0v,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,PEOE_VSA14,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA6,SlogP_VSA8,TPSA,EState_VSA8,VSA_EState6,VSA_EState8,NHOHCount,NumAromaticHeterocycles,NumAromaticRings,NumHDonors,RingCount,MolLogP,MolMR,fr_Ar_N,fr_NH1,fr_ester,fr_quatN
0.37464529,0.27255565928788567,10.445888613995141,6.1783039004935265,3.9879539567557316,3.9879539567557316,2.631664264551673,2.631664264551673,1.6323552760476943,1.6323552760476943,103.45154116158837,6.606881964512918,35.392371257240434,0.0,24.26546827384644,0.0,26.3,19.056471336613846,8.074724005151495,4.148953702829168,0,0,1,0,1,3.9817000000000036,68.41450000000005,0,0,1,0
0.3704102,0.27255565928788567,27.954936488841458,17.809837935628426,13.691820226366717,13.691820226366717,10.68673330464724,10.68673330464724,8.014787762273674,8.014787762273674,222.90789624791609,11.46733495432437,130.4425820455678,0.0,97.06187309538579,0.0,24.06,129.30041964878205,38.455294760547,6.971589223927668,2,0,4,2,5,12.35959999999998,193.39539999999937,0,2,0,0
0.37885964,0.27255565928788567,41.41048775889757,27.222334645758288,18.314398032479748,22.213763266416983,13.545595368918034,17.116667236242733,9.651582783748594,12.173464834492922,222.53158234053683,0.0,227.52376121769797,40.246582832987336,224.8518891529811,12.152040213667762,122.27000000000001,48.53093654769288,59.658086264943506,0.0,0,0,8,0,10,14.216999999999969,281.6005999999998,0,0,0,0
0.3873239,0.27255565928788567,24.547005383792524,14.356836025229597,11.291451884327376,11.291451884327376,8.034543236939484,8.034543236939484,5.711181677178994,5.711181677178994,249.75271855544418,11.46733495432437,143.58114733602022,55.634514916969955,121.32734136923226,55.634514916969955,24.06,160.48962512231907,45.52245610566948,8.669732572609348,2,0,6,2,6,11.00767999999999,179.81539999999956,0,2,0,0
0.35547017,0.27255565928788567,40.3102144854504,25.18629238543297,18.129921711219325,18.129921711219325,12.986183133266486,12.986183133266486,9.120325500425068,9.120325500425068,208.36925418982918,62.5306240606036,116.28467847938772,22.99804733313562,84.92913895846256,0.0,182.28,9.799819461700956,24.456404992862712,5.473190948943818,0,0,4,0,6,11.844999999999986,266.99579999999935,0,0,1,0
0.33909279,0.27255565928788567,12.82995863140716,8.124556993418173,5.853240260637581,5.853240260637581,4.05500409188725,4.05500409188725,2.847648682708484,2.847648682708484,130.15785889889307,13.213763929025836,0.0,0.0,0.0,0.0,71.06000000000002,0.0,0.0,1.2889460906899695,0,0,0,0,2,2.1619,76.13800000000005,0,0,1,0
0.3476159,0.27255565928788567,10.654336059449747,7.275858577612696,6.7615260132017205,6.7615260132017205,5.655258699145774,5.655258699145774,5.238684691990538,5.238684691990538,108.29829854621035,11.46733495432437,23.762552697081826,0.0,18.19910120538483,0.0,24.06,29.6664361597092,7.3051074735449735,0.0,2,0,1,2,5,3.9787000000000026,73.47340000000003,0,2,0,0
0.37754464,0.27255565928788567,48.37440396158739,29.525153642667554,24.242558263962156,24.242558263962156,18.18538344086585,18.18538344086585,14.177875108686461,14.177875108686461,243.16248193648522,20.433396669713616,244.69772519280906,45.99609466627124,200.1901132592331,0.0,169.87999999999997,55.670257080930966,62.17034984337827,6.274762324129334,2,0,9,2,14,16.004799999999964,333.68490000000065,0,2,0,0
0.35917558,0.49357836445842007,20.46316222527068,12.292399877122623,8.665892936541244,8.665892936541244,5.640185077090236,5.640185077090236,3.661170777116386,3.661170777116386,99.39490644882613,13.213763929025836,72.29348924477472,11.49902366656781,66.73003775307771,10.772448428929591,61.83,6.923737199690624,20.62702255993039,4.561606192805403,0,0,3,0,3,7.407200000000008,137.29549999999992,0,0,2,0
0.341878125,0.27255565928788567,10.928203230275512,6.464101615137755,4.7320508075688785,4.7320508075688785,3.3213672050459193,3.3213672050459193,2.180483961442461,2.180483961442461,117.89231829201884,11.46733495432437,72.79640482153933,22.253805966787983,72.79640482153933,22.253805966787983,24.06,84.26373977586371,26.23192285457479,0.0,2,0,3,2,3,4.773000000000002,84.55940000000002,0,2,0,0
